ImageNumber	ObjectNumber	Metadata_ChannelNumber	Metadata_FileLocation	Metadata_Frame	Metadata_Plate	Metadata_Series	Metadata_Site	Metadata_Well	Metadata_Well	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Center_Z	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MedianRadius	AreaShape_Perimeter	AreaShape_Solidity	Children_Cytoplasm_Norm_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_nuclei
115	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	22718	393.0	267.0	1.0	1.2445779572520097	0.6723913647917661	1.0	0.5152525458710394	0.1181030362837274	215.2407934655075	232.89911979223967	52.03844732503075	14.866068747318506	1554.745999999995	0.745377889331824	1	366.14640373272294	267.6526542829474	0	3	3
115	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	20936	558.0	299.0	1.0	1.4370242786579657	0.8771086252336326	1.0	0.48777987465343303	0.1395523630093158	248.99381721769552	272.9175699730598	54.08326913195984	15.620499351813308	1373.0399999999959	0.8331244155275672	1	567.1965513947268	305.96513183034006	0	4	4
115	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	34103	805.0	274.0	1.0	1.244696482202371	0.806292366450141	1.0	0.6443768422643791	0.10220564389691743	282.37982601196126	302.97854709533476	66.2117814289874	21.37755832643195	2047.6879999999944	0.8283458829244594	1	813.9463683546902	312.0087968800399	0	5	5
115	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	33751	659.0	714.0	1.0	1.5874114182241514	0.9173574542321828	1.0	0.5418191742117768	0.08386473791382765	342.4339519862116	357.67722879713773	61.204574992397426	20.0	2248.8400000000074	0.8371821902517677	1	652.9450682942728	668.0313768480934	0	6	6
115	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	42967	864.0	633.0	1.0	1.7467676161312338	0.9255262157274462	1.0	0.44204732510288064	0.0790792883437686	407.9347299200146	423.151273187261	60.108235708594876	19.235384061671343	2613.0100000000225	0.7393952952108896	1	917.2276630902786	718.5974119673238	0	7	7
115	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	14065	477.0	783.0	1.0	1.011074741904996	0.28376720682241297	1.0	0.7334689194826867	0.6918201366347799	137.10721312274012	148.14182393908885	61.84658438426491	19.0	505.44999999999834	0.9671984596341631	1	479.133522929257	782.2522573764664	0	8	8
115	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	47632	782.0	827.0	1.0	1.0876028618213798	0.6289675058730392	1.0	0.5162912701337553	0.15952436303051284	286.13501143897804	326.5715848018624	96.46242791885346	27.459060435491963	1937.0499999999934	0.8420085028151213	1	768.6151956667786	837.0758733624455	0	9	9
115	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	37098	324.0	975.0	1.0	1.330434849351061	0.8199836613806278	1.0	0.5286422708618331	0.06122567180860901	307.0267331914944	327.3973121453504	76.27581530209953	19.1049731745428	2759.3920000000207	0.7785519412381952	1	301.0702463744676	923.977680737506	0	10	10
115	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	22	B01	B01	17790	994.0	988.0	1.0	1.1576353360230234	0.6447401327730143	1.0	0.5072711719418306	0.20866505589448517	181.58911981257708	212.13203435596427	53.03772242470448	18.601075237738275	1035.0659999999966	0.7814627717988141	1	979.7023046655424	965.0531197301855	0	11	11
116	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	23	B01	B01	13570	935.0	160.0	1.0	1.0903902055312877	0.4583915975580268	1.0	0.5039364230540702	0.07417338241568713	144.82814257080452	177.72450590731714	55.86591089385369	14.035668847618199	1516.2499999999957	0.7941477688368691	1	937.9338246131172	156.07538688282978	0	1	1
116	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	23	B01	B01	15767	558.0	257.0	1.0	1.100490888840218	0.7372312856196175	1.0	0.6658361486486486	0.3253952649389142	173.84815092377582	190.5465822312224	59.64059020499378	19.209372712298546	780.3219999999978	0.9318557919621752	1	558.6734318513351	262.8983319591552	0	2	2
116	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	23	B01	B01	15024	1189.0	261.0	1.0	2.0146367110146124	0.9529798462345432	1.0	0.29008341056533826	0.08637639627245626	265.14440087505176	312.40998703626616	41.593268686170845	11.40175425099138	1478.4279999999956	0.786123538183816	1	1200.7573881789137	272.22277689030886	0	3	3
116	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	23	B01	B01	27452	685.0	601.0	1.0	2.4486433046744183	0.8384932082024099	1.0	0.2377043502355223	0.06642212046113666	362.5018201075641	438.54874301495835	56.293871780150276	12.649110640673518	2278.954000000004	0.4375099607943136	1	688.1948127640974	568.772767011511	0	4	4
117	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	18569	1092.0	186.0	1.0	1.0854165130871647	0.7397596589415341	1.0	0.7124932852428824	0.45432305692132063	187.59984032404856	200.14244927051334	64.40496875241847	20.8806130178211	716.6659999999978	0.9574363866044497	1	1094.5245839840595	184.3910819107114	0	1	1
117	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	18505	693.0	232.0	1.0	1.1748573078018691	0.8075545312487279	1.0	0.6641185759402813	0.12829510914211542	202.2735129002639	216.12265036316762	54.147945482723536	17.4928556845359	1346.3079999999966	0.8828510770258344	1	688.4453390975413	241.75287760064847	0	2	2
117	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	16605	877.0	332.0	1.0	1.1375170915719044	0.7493422123251036	1.0	0.5391233766233766	0.1122662741044871	182.51131564881757	190.30764566879597	50.96076922496363	16.0312195418814	1363.3259999999952	0.8506224066390043	1	869.7857874134297	325.4056007226739	0	3	3
117	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	14439	830.0	421.0	1.0	1.12772489717817	0.579499657650357	1.0	0.5570601851851852	0.10581872080309217	157.55733125352688	164.97575579460153	47.885279575251516	14.035668847618199	1309.459999999996	0.8134877038789825	1	818.8639794999654	415.69215319620474	0	4	4
117	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	16841	1116.0	471.0	1.0	1.203445210559188	0.7256977619647752	1.0	0.5036033611435065	0.09022873567682771	186.80062798872683	215.20455385516357	52.80151512977634	13.152946437965905	1531.4979999999955	0.7925362949716462	1	1123.2022445222967	472.57550026720503	0	5	5
117	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	32497	639.0	516.0	1.0	1.1451269724106372	0.7298348810825847	1.0	0.5735641921705673	0.09437104732482564	253.60195201905375	276.1756687327832	71.06335201775947	21.0	2080.2099999999955	0.8170618258617656	1	649.5885774071453	507.2739022063575	0	6	6
117	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	20810	822.0	593.0	1.0	1.3279901293790228	0.8719373832907661	1.0	0.5700745123822046	0.08239345962444013	237.77284237654573	243.51591323771842	53.600373133029585	16.401219466856727	1781.5359999999953	0.8143379835254067	1	809.4231619413744	632.4141758769822	0	7	7
117	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	23712	967.0	625.0	1.0	1.7504746786320813	0.9245790234673108	1.0	0.5583103764921947	0.034847309404070416	303.16372697474355	305.3145918556792	46.0	11.180339887498949	2924.182000000025	0.7053783912422654	1	972.9231190958164	611.4307523616734	0	8	8
117	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	20419	1101.0	749.0	1.0	1.2990208530893954	0.8266115937135128	1.0	0.456035734226689	0.08150851037403975	226.0368975792905	245.96747752497686	59.53990258641679	14.866068747318506	1774.2739999999944	0.7705573795237555	1	1108.9713991870317	763.712669572457	0	9	9
117	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	17450	527.0	749.0	1.0	1.20811252059851	0.7291727716147572	1.0	0.6291008724493474	0.18255032144029845	190.84201305809643	212.11553455605272	54.405882034941776	15.540261941182035	1096.0019999999965	0.8211571492435472	1	526.8896848137535	737.0673925501433	0	10	10
117	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	20280	522.0	871.0	1.0	1.1154060527809158	0.5702078946172818	1.0	0.6123188405797102	0.19141240176551128	185.09141919798466	242.09502266672067	64.38167441127949	17.46424919657298	1153.8619999999967	0.7938154418240534	1	524.2074950690335	872.7744575936883	0	11	11
117	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	43915	688.0	873.0	1.0	1.3536310883690197	0.8525826476163998	1.0	0.47043889061478966	0.15286152135877296	344.0735227924211	378.88520688989695	82.20097323024831	24.20743687382041	1900.037999999994	0.8568446109420121	1	693.4815666628715	858.7363315495844	0	12	12
117	13			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	24	B01	B01	16990	1027.0	928.0	1.0	1.5975863681948037	0.920986128808508	1.0	0.4355963490924008	0.06479704997866217	244.47240577069306	254.5937941113255	44.598206241955516	12.529964086141668	1815.1979999999946	0.7546918378678513	1	1023.9977633902296	920.8670394349617	0	13	13
118	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	10078	882.0	181.0	1.0	1.1102762611902195	0.7639550611383075	1.0	0.7687261632341724	0.8062266951932975	141.59095219868675	137.7679207943562	43.829214001622255	15.811388300841896	396.335999999999	0.9732496378561083	1	899.7168088906529	179.4768803333995	0	1	1
118	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	11771	1280.0	210.0	1.0	1.3477039642751094	0.8591071961096952	1.0	0.564150491253295	0.1413853527921648	178.5851242614866	197.88127753782064	45.880278987817846	13.416407864998739	1022.8439999999973	0.8045796308954205	1	1289.2815393764336	213.20312632741482	0	2	2
118	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	10487	709.0	256.0	1.0	1.1092544175816517	0.6591756636266912	1.0	0.59339104849205	0.5069988221507669	137.32062004336868	152.22680447279973	46.61544808322666	14.866068747318506	509.8319999999984	0.8948333973292377	1	710.5372365786211	263.70296557642797	0	3	3
118	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	26466	72.0	263.0	1.0	1.26243366485177	0.7504937729771829	1.0	0.5779485947633918	0.07074456530518042	242.848741311321	269.3120866207085	59.53990258641679	14.7648230602334	2168.2159999999994	0.7463515742868827	1	90.7711403309907	260.7281039824681	0	4	4
118	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	42037	530.0	231.0	1.0	1.4276404324950775	0.8909452155381468	1.0	0.591570503799606	0.06090000154673781	355.16948112410716	383.20751558391964	65.76473218982953	21.095023109728988	2945.182000000031	0.8105705636219896	1	528.8591241049552	295.78516544948496	0	5	5
118	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	5827	1048.0	330.0	1.0	1.0248859753693276	0.5315011507074228	1.0	0.6844021611463472	0.7816927038434995	93.96508262782021	98.50888284819801	38.897300677553446	12.165525060596439	306.0619999999991	0.9650546538588938	1	1044.3092500429036	329.62811051999313	0	6	6
118	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	13044	748.0	349.0	1.0	1.146786916301626	0.3111014909846795	1.0	0.5258829221093372	0.21925525350008496	141.2164211899234	164.40194646049662	50.92150822589606	14.7648230602334	864.6399999999974	0.8710808374236203	1	751.6292548298068	351.7295308187673	0	7	7
118	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	4401	1120.0	353.0	1.0	1.1045493325625768	0.5605662149616996	1.0	0.6644021739130435	0.6698835094407178	85.580680511735	97.51410154434076	31.400636936215164	9.486832980505138	287.3299999999995	0.8985300122498979	1	1114.009770506703	353.63849125198817	0	8	8
118	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	23609	687.0	453.0	1.0	1.0783496402945534	0.4741313633944946	1.0	0.5729088305952583	0.13167277281804857	190.7248084916354	209.15305400591214	66.48308055437865	18.439088914585774	1501.0519999999956	0.8627443815092274	1	683.8747511542208	451.4157736456436	0	9	9
118	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	37855	577.0	610.0	1.0	1.212200303512608	0.8305270524273698	1.0	0.510863697705803	0.10020633818519012	298.00491042994844	297.88924116187883	72.18032973047436	25.059928172283335	2178.8079999999986	0.8423547213475895	1	552.6624488178576	635.5427552502972	0	10	10
118	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	31326	922.0	740.0	1.0	1.1750843927253485	0.7858508110849405	1.0	0.6311653771760155	0.10167677352404744	259.85612847386	272.41512439657237	71.06335201775947	22.67156809750927	1967.6439999999945	0.8775773195876289	1	925.493998595416	738.7279256847347	0	11	11
118	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	38461	1131.0	735.0	1.0	1.5424627581737795	0.8964001212262468	1.0	0.4587100159816807	0.0614929003803101	354.56073946208977	415.0228909349459	69.72087205421343	20.0	2803.514000000019	0.8297323826679756	1	1157.8598840383765	730.2412573776032	0	12	12
118	13			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	15611	363.0	870.0	1.0	1.063745155018247	0.70651309672219	1.0	0.7647952184989222	0.8518170480103396	167.54455239903206	164.92422502470643	56.92099788303083	20.024984394500787	479.8959999999987	0.9867265027495105	1	361.5537761834604	868.6566523605151	0	13	13
118	14			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	25	B01	B01	26907	844.0	936.0	1.0	1.2452144361474176	0.8179432732308994	1.0	0.5446209897783625	0.075002570857518	252.66613825000755	277.5103601669675	70.71067811865476	19.0	2123.241999999997	0.8333952796877906	1	828.3835804809157	923.8076708663173	0	14	14
119	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	36722	774.0	102.0	1.0	1.1208320174556006	0.5468832966813691	1.0	0.5310254074299018	0.1268921641050595	247.71628135224293	308.50607773591753	83.86298349093002	25.386910962530017	1906.9999999999939	0.8018691792861743	1	777.8246827514841	109.46974565655465	0	1	1
119	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	14320	1267.0	79.0	1.0	1.128931787430521	0.7774136316460649	1.0	0.7454450806871421	0.6870091190159117	171.42907297196902	170.0	51.03920062069938	18.0	511.7939999999985	0.951747972883158	1	1287.2262569832403	75.27039106145251	0	2	2
119	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	14802	1316.0	264.0	1.0	1.0181367630106508	0.5532335536235804	1.0	0.7846692111959288	0.8777464132209748	150.24340264223872	151.72672803431834	62.51399843235114	20.0	460.3419999999986	0.987392435461277	1	1313.592555060127	263.72909066342385	0	3	3
119	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	30209	1127.0	444.0	1.0	1.1564665281299866	0.761243390849151	1.0	0.6077413643953568	0.062015833750567725	249.7396547915652	270.4163456597992	66.48308055437865	20.0	2474.1260000000093	0.8416638805304804	1	1120.1496904895891	417.0339964911119	0	4	4
119	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	46691	789.0	519.0	1.0	1.3952684790311427	0.870979272053417	1.0	0.5420236353927237	0.123670658431456	364.7617797077489	399.54599234631297	79.93122043357026	25.80697580112788	2178.151999999998	0.8843829908135241	1	816.5226489044998	518.711636075475	0	5	5
119	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	24232	972.0	611.0	1.0	1.7312438675484443	0.9366458828422568	1.0	0.4292800453514739	0.11460221436822565	307.8131359584914	324.2606975876047	50.99019513592785	16.15549442140351	1630.057999999995	0.8362205811305128	1	931.763907230109	635.1825685044569	0	6	6
119	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	26	B01	B01	29849	1252.0	630.0	1.0	1.305855091722454	0.5093045005874183	1.0	0.47503779740590435	0.07773353723874571	238.3031867323888	297.1077245714086	64.63745044476924	18.788294228055936	2196.674000000003	0.6835205349271231	1	1275.5560990317933	656.8617374116386	0	7	7
120	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	16551	675.0	65.0	1.0	1.3230715743439325	0.8626802404544514	1.0	0.6407665505226481	0.1528481366895704	210.312344775804	210.261741645978	49.040799340956916	15.132745950421556	1166.5059999999971	0.8595912643797552	1	680.6855779107002	58.76448552957525	0	1	1
120	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	11323	1263.0	73.0	1.0	1.0742501996457636	0.6238795059001376	1.0	0.6151129943502824	0.37543490109292477	138.42956116216806	160.58953888718904	47.4236228055175	15.231546211727817	615.6279999999982	0.8984725252926006	1	1267.6637816832995	72.79298772410138	0	2	2
120	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	13366	1104.0	163.0	1.0	1.3340675667332422	0.8798328718356838	1.0	0.4889880734616229	0.10651187508601613	192.08996117226363	204.41624201613726	40.80441152620633	13.45362404707371	1255.7599999999964	0.8293363943784322	1	1089.3383211132725	144.93326350441419	0	3	3
120	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	22845	754.0	257.0	1.0	1.2898698271018052	0.837076348183419	1.0	0.5266008943801577	0.08680214830008416	239.8286788097879	258.00193797721755	56.08029957123981	16.15549442140351	1818.591999999994	0.8108251996450755	1	751.8466622893412	246.40984898227182	0	4	4
120	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	30430	860.0	319.0	1.0	1.3140271765324647	0.7404693950335939	1.0	0.485636769869135	0.09654964231900709	264.2875829022933	301.14448359549937	63.63961030678928	17.0	1990.1259999999932	0.6953124107438677	1	863.7603351955307	320.0655274400263	0	5	5
120	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	14448	658.0	399.0	1.0	1.4928204537066958	0.8465729293955413	1.0	0.5853184248906174	0.08729744774210657	206.47275422030816	206.1674077054858	43.73785545725808	11.180339887498949	1442.141999999996	0.7590029156050536	1	639.8061323366555	421.0748892580288	0	6	6
120	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	15939	492.0	448.0	1.0	1.0591393786615577	0.7021598567101595	1.0	0.774339292654489	0.8616446794051416	168.5837263143102	170.14111789923092	60.40695324215582	20.248456731316587	482.1379999999986	0.9873323628705053	1	493.69904009034445	454.9216387477257	0	7	7
120	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	16158	1109.0	472.0	1.0	1.4176593201212246	0.8859731149689334	1.0	0.6364173460947654	0.10401988544214044	218.6717483832902	217.9380645963435	45.221676218380054	13.416407864998739	1397.1419999999962	0.7903348088728019	1	1107.7265750711722	440.680653546231	0	8	8
120	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	15739	944.0	470.0	1.0	1.309875734234338	0.8570887001581248	1.0	0.5251584918251585	0.13896614955647826	203.28995177163708	235.28068344001383	51.24451190127583	14.317821063276353	1192.9959999999965	0.8343184287948261	1	950.6642099243917	490.96060740834866	0	9	9
120	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	14740	802.0	495.0	1.0	1.3765924612267022	0.7309648706759918	1.0	0.5204802259887006	0.10484212887036887	187.3984818386426	213.5883891975404	43.41658669218482	11.704699910719626	1329.1859999999956	0.7374793615850302	1	802.193962008141	496.3997286295794	0	10	10
120	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	15241	1198.0	632.0	1.0	1.0338153453047507	0.6129443833558396	1.0	0.7105361305361305	0.8564086114810971	156.88018835249972	154.30165261590687	61.84658438426491	20.0	472.90199999999834	0.9839568740114274	1	1205.9529558427926	641.0757824289744	0	11	11
120	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	20319	888.0	663.0	1.0	1.1152729975611737	0.5807343841806751	1.0	0.480184331797235	0.28931216948346977	185.931820464875	220.8438362282271	62.26556030423239	18.384776310850235	939.4479999999963	0.8378278080158338	1	893.3915547024952	656.81091589153	0	12	12
120	13			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	12052	990.0	720.0	1.0	1.3786602809009665	0.7937764578760776	1.0	0.4349332370985204	0.27034759628127175	175.41628757058015	183.84776310850236	43.08131845707603	13.038404810405298	748.4679999999973	0.8301418928227029	1	999.5047295054762	731.4834052439429	0	13	13
120	14			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	47449	514.0	900.0	1.0	1.1383053177424027	0.7973737699714101	1.0	0.6326955130342022	0.15699647682555098	316.84052271295525	328.97568299191965	91.30169768410661	30.528675044947494	1948.827999999994	0.9196879391384407	1	509.9333811039221	907.4324854053826	0	14	14
120	15			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	23746	773.0	945.0	1.0	1.1995633603431248	0.7802298641424926	1.0	0.5313017407258245	0.10125596584734835	227.87681306941937	239.63513932643517	66.61080993352356	17.804493814764857	1716.6819999999948	0.7661606465871876	1	776.5878042617704	934.1517729301777	0	15	15
120	16			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	27	B01	B01	23418	1049.0	978.0	1.0	1.3877278772727555	0.828721646487377	1.0	0.4344712430426716	0.12807230669724892	250.51679171043705	277.8344831010003	58.18934610390462	16.1245154965971	1515.835999999996	0.6985234899328857	1	1087.5732342642411	960.5757963959347	0	16	16
121	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	3165	436.0	257.0	1.0	1.6146026660907773	0.6238217397657281	1.0	0.3471155955253345	0.031745319821011066	89.76028740155058	112.32987136109433	14.560219778561036	2.23606797749979	1119.3139999999962	0.5308176100628931	1	440.8647709320695	264.97598736176934	0	1	1
121	2			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	4090	155.0	266.0	1.0	2.1364198136008636	0.798455719388176	1.0	0.31386693269894866	0.020171535994251207	127.58660375088922	156.46085772486356	15.0	2.23606797749979	1596.2359999999949	0.4513352460825425	1	149.46136919315404	267.0872860635697	0	2	2
121	3			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	2881	223.0	269.0	1.0	1.8975089022998606	0.6888417685736249	1.0	0.3429761904761905	0.021062856194919728	95.39598931175682	110.63905277974861	10.04987562112089	2.0	1311.0459999999957	0.47627707059018026	1	235.36410968413745	279.7660534536619	0	3	3
121	4			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1935	85.0	275.0	1.0	3.3193801904719806	0.8846660968945261	1.0	0.256631299734748	0.015224235940381522	115.73665295523249	115.0173899895142	5.0990195135927845	1.0	1263.7979999999961	0.3852279514234523	1	54.58708010335917	274.5178294573643	0	4	4
121	5			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	2535	355.0	282.0	1.0	1.495820884888549	0.5807303209158269	1.0	0.378584229390681	0.03890813425880974	76.11841195323014	92.26592003551474	13.0	2.23606797749979	904.8439999999974	0.5440497907500805	1	360.4895463510848	286.97554240631166	0	5	5
121	6			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	2106	511.0	281.0	1.0	2.064910025975066	0.8500668906484291	1.0	0.28170144462279295	0.026443405925865533	92.9891234671963	108.57716150277645	11.40175425099138	2.0	1000.403999999997	0.49073750436910174	1	506.0014245014245	290.5835707502374	0	6	6
121	7			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	3777	423.0	351.0	1.0	1.3856255212861905	0.48254959649991996	1.0	0.4527691201150803	0.025295308983657575	86.72583282515443	101.67103815738285	19.235384061671343	2.23606797749979	1369.8039999999955	0.5600533807829181	1	420.49483717235904	355.3298914482393	0	7	7
121	8			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1741	343.0	377.0	1.0	1.9456753652196683	0.8248988009886149	1.0	0.3531440162271805	0.040394647088790765	80.76297579717837	94.51454914456292	12.649110640673518	2.0	735.9399999999979	0.47015933027275175	1	344.45433658816773	380.65651924181503	0	8	8
121	9			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	2269	203.0	393.0	1.0	1.435385020051982	0.7736294821799209	1.0	0.41625389836727206	0.06732866285579185	76.84480656695862	84.69356528095862	15.297058540778355	3.1622776601683795	650.7619999999982	0.6060363247863246	1	196.2274129572499	393.78316438959894	0	9	9
121	10			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1446	512.0	428.0	1.0	1.8248379127913463	0.8372211899116799	1.0	0.4276841171251109	0.044038995503309905	71.85363691995411	73.824115301167	7.0710678118654755	2.0	642.3479999999981	0.5527522935779816	1	519.5179806362379	423.6853388658368	0	10	10
121	11			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1376	347.0	449.0	1.0	1.8551091179872259	0.4246616617348804	1.0	0.3649867374005305	0.02562275655504048	59.718034403107914	64.38167441127949	7.280109889280518	1.4142135623730951	821.487999999998	0.5041216339989009	1	341.47892441860466	432.54287790697674	0	11	11
121	12			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1641	755.0	485.0	1.0	2.495340643963805	0.30940846628818214	1.0	0.27322677322677325	0.01933675294418072	73.91125638192459	81.70679286326198	5.830951894845301	1.4142135623730951	1032.6839999999968	0.3862994350282486	1	770.7544180377819	474.42230347349175	0	12	12
121	13			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1466	684.0	503.0	1.0	2.6948601240029677	0.8335914261135701	1.0	0.32319223985890655	0.028144611429061266	87.69037214884301	84.15461959987698	7.0710678118654755	1.4142135623730951	809.0479999999975	0.4033012379642366	1	669.7319236016372	479.8028649386085	0	13	13
121	14			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	2118	980.0	528.0	1.0	1.8037653265469644	0.7554242264975728	1.0	0.33428030303030304	0.029745892473845615	82.40417912417021	88.45903006477066	9.055385138137417	2.0	945.9199999999971	0.45460399227301995	1	979.2601510859301	518.8663833805476	0	14	14
121	15			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1259	1052.0	617.0	1.0	2.0410713888342036	0.9241076824192762	1.0	0.4796190476190476	0.07255648472714031	75.48965102744779	74.24284477308234	8.06225774829855	2.23606797749979	466.9599999999989	0.5771258308503323	1	1055.977760127085	620.1548848292296	0	15	15
121	16			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	4576	1176.0	629.0	1.0	1.8131878437660112	0.8766793816629415	1.0	0.43547773125237915	0.026631505062441403	130.77403456476415	141.2267680009707	20.024984394500787	2.8284271247461903	1469.4339999999952	0.5578786955196585	1	1185.6005244755245	632.771416083916	0	16	16
121	17			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	28	B01	B01	1987	1103.0	649.0	1.0	2.9808081973863856	0.867018609154525	1.0	0.2824449182658138	0.017754628643263402	109.76010333679233	104.01922899156675	7.810249675906654	1.4142135623730951	1185.8999999999962	0.3961323763955343	1	1077.4620030196277	651.2622043281328	0	17	17
122	1			0	SG 40x ddG3- G1-wt- H31A- 2Y	0	29	B01	B01	17077	829.0	146.0	1.0	1.345253652672206	0.8589328587995823	1.0	0.49758158508158506	0.21593261810118047	214.85770575433392	241.13274352522097	50.91168824543142	15.297058540778355	996.8999999999965	0.8193944628376757	1	821.7891901387832	159.66697897757217	0	1	1
